case,problem,num_cores,makespan,baseline_makespan,speedup,source,source_n,plan
case_073,1,2,5394231,10081626,1.869,self,2,results/final_plans_mono/p1/n2/case_073_multicore_res.json
case_073,1,3,4084492,10081626,2.4683,self,3,results/final_plans_mono/p1/n3/case_073_multicore_res.json
case_073,1,4,3636147,10081626,2.7726,self,4,results/final_plans_mono/p1/n4/case_073_multicore_res.json
case_073,1,5,3315822,10081626,3.0405,self,5,results/final_plans_mono/p1/n5/case_073_multicore_res.json
case_073,2,1,10081626,10081626,1.0,self,1,results/final_plans_mono/p2/n1/case_073_multicore_res.json
case_073,2,2,4236675,10081626,2.3796,self,2,results/final_plans_mono/p2/n2/case_073_multicore_res.json
case_073,2,3,2831560,10081626,3.5604,self,3,results/final_plans_mono/p2/n3/case_073_multicore_res.json
case_073,2,4,2208323,10081626,4.5653,self,4,results/final_plans_mono/p2/n4/case_073_multicore_res.json
case_073,2,5,1816764,10081626,5.5492,self,5,results/final_plans_mono/p2/n5/case_073_multicore_res.json
case_073,3,1,10081626,10081626,1.0,self,1,results/final_plans_mono/p3/n1/case_073_multicore_res.json
case_073,3,2,4197779,10081626,2.4017,self,2,results/final_plans_mono/p3/n2/case_073_multicore_res.json
case_073,3,3,2819753,10081626,3.5754,self,3,results/final_plans_mono/p3/n3/case_073_multicore_res.json
case_073,3,4,2123315,10081626,4.7481,self,4,results/final_plans_mono/p3/n4/case_073_multicore_res.json
case_073,3,5,1706254,10081626,5.9086,self,5,results/final_plans_mono/p3/n5/case_073_multicore_res.json
case_074,1,1,1682239,1682239,1.0,self,1,results/final_plans_mono/p1/n1/case_074_multicore_res.json
case_074,1,2,826937,1682239,2.0343,self,2,results/final_plans_mono/p1/n2/case_074_multicore_res.json
case_074,1,3,544838,1682239,3.0876,self,3,results/final_plans_mono/p1/n3/case_074_multicore_res.json
case_074,1,4,408750,1682239,4.1156,self,4,results/final_plans_mono/p1/n4/case_074_multicore_res.json
case_074,1,5,341070,1682239,4.9322,self,5,results/final_plans_mono/p1/n5/case_074_multicore_res.json
case_074,2,1,1682239,1682239,1.0,self,1,results/final_plans_mono/p2/n1/case_074_multicore_res.json
case_074,2,2,826937,1682239,2.0343,self,2,results/final_plans_mono/p2/n2/case_074_multicore_res.json
case_074,2,3,544838,1682239,3.0876,self,3,results/final_plans_mono/p2/n3/case_074_multicore_res.json
case_074,2,4,408750,1682239,4.1156,self,4,results/final_plans_mono/p2/n4/case_074_multicore_res.json
case_074,2,5,336523,1682239,4.9989,self,5,results/final_plans_mono/p2/n5/case_074_multicore_res.json
case_074,3,1,1678120,1682239,1.0025,self,1,results/final_plans_mono/p3/n1/case_074_multicore_res.json
case_074,3,2,824879,1682239,2.0394,self,2,results/final_plans_mono/p3/n2/case_074_multicore_res.json
case_074,3,3,544114,1682239,3.0917,self,3,results/final_plans_mono/p3/n3/case_074_multicore_res.json
case_074,3,4,405309,1682239,4.1505,self,4,results/final_plans_mono/p3/n4/case_074_multicore_res.json
case_074,3,5,332111,1682239,5.0653,self,5,results/final_plans_mono/p3/n5/case_074_multicore_res.json
case_075,1,1,1441809,1441809,1.0,self,1,results/final_plans_mono/p1/n1/case_075_multicore_res.json
case_075,1,2,848258,1441809,1.6997,self,2,results/final_plans_mono/p1/n2/case_075_multicore_res.json
case_075,1,3,756355,1441809,1.9063,self,3,results/final_plans_mono/p1/n3/case_075_multicore_res.json
case_075,1,4,483591,1441809,2.9815,self,4,results/final_plans_mono/p1/n4/case_075_multicore_res.json
case_075,1,5,467401,1441809,3.0847,self,5,results/final_plans_mono/p1/n5/case_075_multicore_res.json
case_075,2,1,1441809,1441809,1.0,self,1,results/final_plans_mono/p2/n1/case_075_multicore_res.json
case_075,2,2,670177,1441809,2.1514,self,2,results/final_plans_mono/p2/n2/case_075_multicore_res.json
case_075,2,3,572934,1441809,2.5165,self,3,results/final_plans_mono/p2/n3/case_075_multicore_res.json
case_075,2,4,383971,1441809,3.755,self,4,results/final_plans_mono/p2/n4/case_075_multicore_res.json
case_075,2,5,365235,1441809,3.9476,self,5,results/final_plans_mono/p2/n5/case_075_multicore_res.json
case_075,3,1,1441809,1441809,1.0,self,1,results/final_plans_mono/p3/n1/case_075_multicore_res.json
case_075,3,2,670175,1441809,2.1514,self,2,results/final_plans_mono/p3/n2/case_075_multicore_res.json
case_075,3,3,572669,1441809,2.5177,self,3,results/final_plans_mono/p3/n3/case_075_multicore_res.json
case_075,3,4,383543,1441809,3.7592,self,4,results/final_plans_mono/p3/n4/case_075_multicore_res.json
case_075,3,5,362317,1441809,3.9794,self,5,results/final_plans_mono/p3/n5/case_075_multicore_res.json
case_076,1,1,6185113,6185113,1.0,self,1,results/final_plans_mono/p1/n1/case_076_multicore_res.json
case_076,1,2,6185113,6185113,1.0,embed_from_1,1,results/final_plans_mono/p1/n2/case_076_multicore_res.json
case_076,1,3,6185113,6185113,1.0,embed_from_1,1,results/final_plans_mono/p1/n3/case_076_multicore_res.json
case_076,1,4,1541078,6185113,4.0135,self,4,results/final_plans_mono/p1/n4/case_076_multicore_res.json
case_076,1,5,1240624,6185113,4.9855,self,5,results/final_plans_mono/p1/n5/case_076_multicore_res.json
case_076,2,1,6185113,6185113,1.0,self,1,results/final_plans_mono/p2/n1/case_076_multicore_res.json
case_076,2,2,3072558,6185113,2.013,self,2,results/final_plans_mono/p2/n2/case_076_multicore_res.json
case_076,2,3,2054573,6185113,3.0104,self,3,results/final_plans_mono/p2/n3/case_076_multicore_res.json
case_076,2,4,1533331,6185113,4.0338,self,4,results/final_plans_mono/p2/n4/case_076_multicore_res.json
case_076,2,5,1235977,6185113,5.0042,self,5,results/final_plans_mono/p2/n5/case_076_multicore_res.json
case_076,3,1,6183098,6185113,1.0003,self,1,results/final_plans_mono/p3/n1/case_076_multicore_res.json
case_076,3,2,3070431,6185113,2.0144,self,2,results/final_plans_mono/p3/n2/case_076_multicore_res.json
case_076,3,3,2053054,6185113,3.0126,self,3,results/final_plans_mono/p3/n3/case_076_multicore_res.json
case_076,3,4,1529902,6185113,4.0428,self,4,results/final_plans_mono/p3/n4/case_076_multicore_res.json
case_076,3,5,1230166,6185113,5.0279,self,5,results/final_plans_mono/p3/n5/case_076_multicore_res.json
case_077,1,1,495320,495320,1.0,self,1,results/final_plans_mono/p1/n1/case_077_multicore_res.json
case_077,1,2,250735,495320,1.9755,self,2,results/final_plans_mono/p1/n2/case_077_multicore_res.json
case_077,1,3,180572,495320,2.7431,self,3,results/final_plans_mono/p1/n3/case_077_multicore_res.json
case_077,1,4,161888,495320,3.0596,self,4,results/final_plans_mono/p1/n4/case_077_multicore_res.json
case_077,1,5,135117,495320,3.6659,self,5,results/final_plans_mono/p1/n5/case_077_multicore_res.json
case_077,2,1,495320,495320,1.0,self,1,results/final_plans_mono/p2/n1/case_077_multicore_res.json
case_077,2,2,250735,495320,1.9755,self,2,results/final_plans_mono/p2/n2/case_077_multicore_res.json
case_077,2,3,176359,495320,2.8086,self,3,results/final_plans_mono/p2/n3/case_077_multicore_res.json
case_077,2,4,131477,495320,3.7674,self,4,results/final_plans_mono/p2/n4/case_077_multicore_res.json
case_077,2,5,118802,495320,4.1693,self,5,results/final_plans_mono/p2/n5/case_077_multicore_res.json
case_077,3,1,495320,495320,1.0,self,1,results/final_plans_mono/p3/n1/case_077_multicore_res.json
case_077,3,2,250735,495320,1.9755,self,2,results/final_plans_mono/p3/n2/case_077_multicore_res.json
case_077,3,3,175206,495320,2.8271,self,3,results/final_plans_mono/p3/n3/case_077_multicore_res.json
case_077,3,4,131477,495320,3.7674,self,4,results/final_plans_mono/p3/n4/case_077_multicore_res.json
case_077,3,5,114398,495320,4.3298,self,5,results/final_plans_mono/p3/n5/case_077_multicore_res.json
case_078,1,1,2296143,2296143,1.0,self,1,results/final_plans_mono/p1/n1/case_078_multicore_res.json
case_078,1,2,1080972,2296143,2.1241,self,2,results/final_plans_mono/p1/n2/case_078_multicore_res.json
case_078,1,3,902667,2296143,2.5437,self,3,results/final_plans_mono/p1/n3/case_078_multicore_res.json
case_078,1,4,679519,2296143,3.3791,self,4,results/final_plans_mono/p1/n4/case_078_multicore_res.json
case_078,1,5,645756,2296143,3.5557,self,5,results/final_plans_mono/p1/n5/case_078_multicore_res.json
case_078,2,1,2296143,2296143,1.0,self,1,results/final_plans_mono/p2/n1/case_078_multicore_res.json
case_078,2,2,1022234,2296143,2.2462,self,2,results/final_plans_mono/p2/n2/case_078_multicore_res.json
case_078,2,3,917340,2296143,2.503,self,3,results/final_plans_mono/p2/n3/case_078_multicore_res.json
case_078,2,4,523604,2296143,4.3853,self,4,results/final_plans_mono/p2/n4/case_078_multicore_res.json
case_078,2,5,486337,2296143,4.7213,self,5,results/final_plans_mono/p2/n5/case_078_multicore_res.json
case_078,3,1,2296143,2296143,1.0,self,1,results/final_plans_mono/p3/n1/case_078_multicore_res.json
case_078,3,2,1022234,2296143,2.2462,self,2,results/final_plans_mono/p3/n2/case_078_multicore_res.json
case_078,3,3,900985,2296143,2.5485,self,3,results/final_plans_mono/p3/n3/case_078_multicore_res.json
case_078,3,4,523593,2296143,4.3854,self,4,results/final_plans_mono/p3/n4/case_078_multicore_res.json
case_078,3,5,457569,2296143,5.0181,self,5,results/final_plans_mono/p3/n5/case_078_multicore_res.json
case_079,1,1,31052251,31052251,1.0,self,1,results/final_plans_mono/p1/n1/case_079_multicore_res.json
case_079,1,2,15500252,31052251,2.0033,self,2,results/final_plans_mono/p1/n2/case_079_multicore_res.json
case_079,1,3,10181692,31052251,3.0498,self,3,results/final_plans_mono/p1/n3/case_079_multicore_res.json
case_079,1,4,7635624,31052251,4.0668,self,4,results/final_plans_mono/p1/n4/case_079_multicore_res.json
case_079,1,5,6075976,31052251,5.1107,self,5,results/final_plans_mono/p1/n5/case_079_multicore_res.json
case_079,2,1,31052251,31052251,1.0,self,1,results/final_plans_mono/p2/n1/case_079_multicore_res.json
case_079,2,2,15159240,31052251,2.0484,self,2,results/final_plans_mono/p2/n2/case_079_multicore_res.json
case_079,2,3,10072944,31052251,3.0827,self,3,results/final_plans_mono/p2/n3/case_079_multicore_res.json
case_079,2,4,7635624,31052251,4.0668,self,4,results/final_plans_mono/p2/n4/case_079_multicore_res.json
case_079,2,5,6075976,31052251,5.1107,self,5,results/final_plans_mono/p2/n5/case_079_multicore_res.json
case_079,3,1,31052251,31052251,1.0,self,1,results/final_plans_mono/p3/n1/case_079_multicore_res.json
case_079,3,2,15159240,31052251,2.0484,self,2,results/final_plans_mono/p3/n2/case_079_multicore_res.json
case_079,3,3,10072944,31052251,3.0827,self,3,results/final_plans_mono/p3/n3/case_079_multicore_res.json
case_079,3,4,7635624,31052251,4.0668,self,4,results/final_plans_mono/p3/n4/case_079_multicore_res.json
case_079,3,5,6075472,31052251,5.1111,self,5,results/final_plans_mono/p3/n5/case_079_multicore_res.json
case_080,1,1,292138,292138,1.0,self,1,results/final_plans_mono/p1/n1/case_080_multicore_res.json
case_080,1,2,145926,292138,2.002,self,2,results/final_plans_mono/p1/n2/case_080_multicore_res.json
case_080,1,3,100325,292138,2.9119,self,3,results/final_plans_mono/p1/n3/case_080_multicore_res.json
case_080,1,4,91350,292138,3.198,self,4,results/final_plans_mono/p1/n4/case_080_multicore_res.json
case_080,1,5,86030,292138,3.3958,self,5,results/final_plans_mono/p1/n5/case_080_multicore_res.json
case_080,2,1,292138,292138,1.0,self,1,results/final_plans_mono/p2/n1/case_080_multicore_res.json
case_080,2,2,145926,292138,2.002,self,2,results/final_plans_mono/p2/n2/case_080_multicore_res.json
case_080,2,3,100165,292138,2.9166,self,3,results/final_plans_mono/p2/n3/case_080_multicore_res.json
case_080,2,4,81859,292138,3.5688,self,4,results/final_plans_mono/p2/n4/case_080_multicore_res.json
case_080,2,5,76491,292138,3.8192,self,5,results/final_plans_mono/p2/n5/case_080_multicore_res.json
case_080,3,1,291826,292138,1.0011,self,1,results/final_plans_mono/p3/n1/case_080_multicore_res.json
case_080,3,2,145674,292138,2.0054,self,2,results/final_plans_mono/p3/n2/case_080_multicore_res.json
case_080,3,3,99832,292138,2.9263,self,3,results/final_plans_mono/p3/n3/case_080_multicore_res.json
case_080,3,4,79590,292138,3.6705,self,4,results/final_plans_mono/p3/n4/case_080_multicore_res.json
case_080,3,5,72434,292138,4.0332,self,5,results/final_plans_mono/p3/n5/case_080_multicore_res.json
case_081,1,1,151795,151795,1.0,self,1,results/final_plans_mono/p1/n1/case_081_multicore_res.json
case_081,1,2,76860,151795,1.975,self,2,results/final_plans_mono/p1/n2/case_081_multicore_res.json
case_081,1,3,51943,151795,2.9223,self,3,results/final_plans_mono/p1/n3/case_081_multicore_res.json
case_081,1,4,39588,151795,3.8344,self,4,results/final_plans_mono/p1/n4/case_081_multicore_res.json
case_081,1,5,30943,151795,4.9056,self,5,results/final_plans_mono/p1/n5/case_081_multicore_res.json
case_081,2,1,151795,151795,1.0,self,1,results/final_plans_mono/p2/n1/case_081_multicore_res.json
case_081,2,2,76860,151795,1.975,self,2,results/final_plans_mono/p2/n2/case_081_multicore_res.json
case_081,2,3,51943,151795,2.9223,self,3,results/final_plans_mono/p2/n3/case_081_multicore_res.json
case_081,2,4,39588,151795,3.8344,self,4,results/final_plans_mono/p2/n4/case_081_multicore_res.json
case_081,2,5,30943,151795,4.9056,self,5,results/final_plans_mono/p2/n5/case_081_multicore_res.json
case_081,3,1,151795,151795,1.0,self,1,results/final_plans_mono/p3/n1/case_081_multicore_res.json
case_081,3,2,76860,151795,1.975,self,2,results/final_plans_mono/p3/n2/case_081_multicore_res.json
case_081,3,3,51943,151795,2.9223,self,3,results/final_plans_mono/p3/n3/case_081_multicore_res.json
case_081,3,4,39588,151795,3.8344,self,4,results/final_plans_mono/p3/n4/case_081_multicore_res.json
case_081,3,5,30943,151795,4.9056,self,5,results/final_plans_mono/p3/n5/case_081_multicore_res.json
case_082,1,1,721041,721041,1.0,self,1,results/final_plans_mono/p1/n1/case_082_multicore_res.json
case_082,1,2,509781,721041,1.4144,self,2,results/final_plans_mono/p1/n2/case_082_multicore_res.json
case_082,1,3,268232,721041,2.6881,self,3,results/final_plans_mono/p1/n3/case_082_multicore_res.json
case_082,1,4,259204,721041,2.7818,self,4,results/final_plans_mono/p1/n4/case_082_multicore_res.json
case_082,1,5,228060,721041,3.1616,self,5,results/final_plans_mono/p1/n5/case_082_multicore_res.json
case_082,2,1,721041,721041,1.0,self,1,results/final_plans_mono/p2/n1/case_082_multicore_res.json
case_082,2,2,331837,721041,2.1729,self,2,results/final_plans_mono/p2/n2/case_082_multicore_res.json
case_082,2,3,227528,721041,3.169,self,3,results/final_plans_mono/p2/n3/case_082_multicore_res.json
case_082,2,4,215554,721041,3.3451,self,4,results/final_plans_mono/p2/n4/case_082_multicore_res.json
case_082,2,5,198621,721041,3.6302,self,5,results/final_plans_mono/p2/n5/case_082_multicore_res.json
case_082,3,1,721041,721041,1.0,self,1,results/final_plans_mono/p3/n1/case_082_multicore_res.json
case_082,3,2,331832,721041,2.1729,self,2,results/final_plans_mono/p3/n2/case_082_multicore_res.json
case_082,3,3,227521,721041,3.1691,self,3,results/final_plans_mono/p3/n3/case_082_multicore_res.json
case_082,3,4,215536,721041,3.3453,self,4,results/final_plans_mono/p3/n4/case_082_multicore_res.json
case_082,3,5,197346,721041,3.6537,self,5,results/final_plans_mono/p3/n5/case_082_multicore_res.json
case_083,1,1,1057993,1057993,1.0,self,1,results/final_plans_mono/p1/n1/case_083_multicore_res.json
case_083,1,2,542602,1057993,1.9499,self,2,results/final_plans_mono/p1/n2/case_083_multicore_res.json
case_083,1,3,404888,1057993,2.6131,self,3,results/final_plans_mono/p1/n3/case_083_multicore_res.json
case_083,1,4,395632,1057993,2.6742,self,4,results/final_plans_mono/p1/n4/case_083_multicore_res.json
case_083,1,5,344254,1057993,3.0733,self,5,results/final_plans_mono/p1/n5/case_083_multicore_res.json
case_083,2,1,1057993,1057993,1.0,self,1,results/final_plans_mono/p2/n1/case_083_multicore_res.json
case_083,2,2,419453,1057993,2.5223,self,2,results/final_plans_mono/p2/n2/case_083_multicore_res.json
case_083,2,3,288815,1057993,3.6632,self,3,results/final_plans_mono/p2/n3/case_083_multicore_res.json
case_083,2,4,210763,1057993,5.0198,self,4,results/final_plans_mono/p2/n4/case_083_multicore_res.json
case_083,2,5,184990,1057993,5.7192,self,5,results/final_plans_mono/p2/n5/case_083_multicore_res.json
case_083,3,1,946145,1057993,1.1182,self,1,results/final_plans_mono/p3/n1/case_083_multicore_res.json
case_083,3,2,419453,1057993,2.5223,self,2,results/final_plans_mono/p3/n2/case_083_multicore_res.json
case_083,3,3,288815,1057993,3.6632,self,3,results/final_plans_mono/p3/n3/case_083_multicore_res.json
case_083,3,4,210763,1057993,5.0198,self,4,results/final_plans_mono/p3/n4/case_083_multicore_res.json
case_083,3,5,184990,1057993,5.7192,self,5,results/final_plans_mono/p3/n5/case_083_multicore_res.json
case_084,1,1,2507412,2507412,1.0,self,1,results/final_plans_mono/p1/n1/case_084_multicore_res.json
case_084,1,2,1252724,2507412,2.0016,self,2,results/final_plans_mono/p1/n2/case_084_multicore_res.json
case_084,1,3,836168,2507412,2.9987,self,3,results/final_plans_mono/p1/n3/case_084_multicore_res.json
case_084,1,4,629028,2507412,3.9862,self,4,results/final_plans_mono/p1/n4/case_084_multicore_res.json
case_084,1,5,503472,2507412,4.9802,self,5,results/final_plans_mono/p1/n5/case_084_multicore_res.json
case_084,2,1,2507412,2507412,1.0,self,1,results/final_plans_mono/p2/n1/case_084_multicore_res.json
case_084,2,2,1255052,2507412,1.9979,self,2,results/final_plans_mono/p2/n2/case_084_multicore_res.json
case_084,2,3,836220,2507412,2.9985,self,3,results/final_plans_mono/p2/n3/case_084_multicore_res.json
case_084,2,4,629028,2507412,3.9862,self,4,results/final_plans_mono/p2/n4/case_084_multicore_res.json
case_084,2,5,503472,2507412,4.9802,self,5,results/final_plans_mono/p2/n5/case_084_multicore_res.json
case_084,3,1,2507412,2507412,1.0,self,1,results/final_plans_mono/p3/n1/case_084_multicore_res.json
case_084,3,2,1255052,2507412,1.9979,self,2,results/final_plans_mono/p3/n2/case_084_multicore_res.json
case_084,3,3,836220,2507412,2.9985,self,3,results/final_plans_mono/p3/n3/case_084_multicore_res.json
case_084,3,4,629028,2507412,3.9862,self,4,results/final_plans_mono/p3/n4/case_084_multicore_res.json
case_084,3,5,503472,2507412,4.9802,self,5,results/final_plans_mono/p3/n5/case_084_multicore_res.json
case_085,1,1,3187899,3187899,1.0,self,1,results/final_plans_mono/p1/n1/case_085_multicore_res.json
case_085,1,2,3187899,3187899,1.0,embed_from_1,1,results/final_plans_mono/p1/n2/case_085_multicore_res.json
case_085,1,3,1589859,3187899,2.0051,self,3,results/final_plans_mono/p1/n3/case_085_multicore_res.json
case_085,1,4,951743,3187899,3.3495,self,4,results/final_plans_mono/p1/n4/case_085_multicore_res.json
case_085,1,5,951743,3187899,3.3495,embed_from_4,4,results/final_plans_mono/p1/n5/case_085_multicore_res.json
case_085,2,1,3187899,3187899,1.0,self,1,results/final_plans_mono/p2/n1/case_085_multicore_res.json
case_085,2,2,1503897,3187899,2.1198,self,2,results/final_plans_mono/p2/n2/case_085_multicore_res.json
case_085,2,3,1272448,3187899,2.5053,self,3,results/final_plans_mono/p2/n3/case_085_multicore_res.json
case_085,2,4,816364,3187899,3.905,self,4,results/final_plans_mono/p2/n4/case_085_multicore_res.json
case_085,2,5,816364,3187899,3.905,embed_from_4,4,results/final_plans_mono/p2/n5/case_085_multicore_res.json
case_085,3,1,3187899,3187899,1.0,self,1,results/final_plans_mono/p3/n1/case_085_multicore_res.json
case_085,3,2,1503897,3187899,2.1198,self,2,results/final_plans_mono/p3/n2/case_085_multicore_res.json
case_085,3,3,1272443,3187899,2.5053,self,3,results/final_plans_mono/p3/n3/case_085_multicore_res.json
case_085,3,4,816273,3187899,3.9054,self,4,results/final_plans_mono/p3/n4/case_085_multicore_res.json
case_085,3,5,816273,3187899,3.9054,embed_from_4,4,results/final_plans_mono/p3/n5/case_085_multicore_res.json
case_086,1,1,118403,118403,1.0,self,1,results/final_plans_mono/p1/n1/case_086_multicore_res.json
case_086,1,2,88853,118403,1.3326,self,2,results/final_plans_mono/p1/n2/case_086_multicore_res.json
case_086,1,3,61208,118403,1.9344,self,3,results/final_plans_mono/p1/n3/case_086_multicore_res.json
case_086,1,4,61208,118403,1.9344,embed_from_3,3,results/final_plans_mono/p1/n4/case_086_multicore_res.json
case_086,1,5,61208,118403,1.9344,embed_from_3,3,results/final_plans_mono/p1/n5/case_086_multicore_res.json
case_086,2,1,118403,118403,1.0,self,1,results/final_plans_mono/p2/n1/case_086_multicore_res.json
case_086,2,2,63004,118403,1.8793,self,2,results/final_plans_mono/p2/n2/case_086_multicore_res.json
case_086,2,3,47791,118403,2.4775,self,3,results/final_plans_mono/p2/n3/case_086_multicore_res.json
case_086,2,4,47791,118403,2.4775,embed_from_3,3,results/final_plans_mono/p2/n4/case_086_multicore_res.json
case_086,2,5,44221,118403,2.6775,self,5,results/final_plans_mono/p2/n5/case_086_multicore_res.json
case_086,3,1,118403,118403,1.0,self,1,results/final_plans_mono/p3/n1/case_086_multicore_res.json
case_086,3,2,62938,118403,1.8813,self,2,results/final_plans_mono/p3/n2/case_086_multicore_res.json
case_086,3,3,47288,118403,2.5039,self,3,results/final_plans_mono/p3/n3/case_086_multicore_res.json
case_086,3,4,38643,118403,3.064,self,4,results/final_plans_mono/p3/n4/case_086_multicore_res.json
case_086,3,5,38643,118403,3.064,embed_from_4,4,results/final_plans_mono/p3/n5/case_086_multicore_res.json
case_087,1,1,3974071,3974071,1.0,self,1,results/final_plans_mono/p1/n1/case_087_multicore_res.json
case_087,1,2,1993185,3974071,1.9938,self,2,results/final_plans_mono/p1/n2/case_087_multicore_res.json
case_087,1,3,1558840,3974071,2.5494,self,3,results/final_plans_mono/p1/n3/case_087_multicore_res.json
case_087,1,4,1170353,3974071,3.3956,self,4,results/final_plans_mono/p1/n4/case_087_multicore_res.json
case_087,1,5,996818,3974071,3.9868,self,5,results/final_plans_mono/p1/n5/case_087_multicore_res.json
case_087,2,1,3974071,3974071,1.0,self,1,results/final_plans_mono/p2/n1/case_087_multicore_res.json
case_087,2,2,1993185,3974071,1.9938,self,2,results/final_plans_mono/p2/n2/case_087_multicore_res.json
case_087,2,3,1459150,3974071,2.7236,self,3,results/final_plans_mono/p2/n3/case_087_multicore_res.json
case_087,2,4,1165299,3974071,3.4103,self,4,results/final_plans_mono/p2/n4/case_087_multicore_res.json
case_087,2,5,955722,3974071,4.1582,self,5,results/final_plans_mono/p2/n5/case_087_multicore_res.json
case_087,3,1,3969779,3974071,1.0011,self,1,results/final_plans_mono/p3/n1/case_087_multicore_res.json
case_087,3,2,1991129,3974071,1.9959,self,2,results/final_plans_mono/p3/n2/case_087_multicore_res.json
case_087,3,3,1456602,3974071,2.7283,self,3,results/final_plans_mono/p3/n3/case_087_multicore_res.json
case_087,3,4,1158171,3974071,3.4313,self,4,results/final_plans_mono/p3/n4/case_087_multicore_res.json
case_087,3,5,932498,3974071,4.2617,self,5,results/final_plans_mono/p3/n5/case_087_multicore_res.json
case_088,1,1,243623,243623,1.0,self,1,results/final_plans_mono/p1/n1/case_088_multicore_res.json
case_088,1,2,168809,243623,1.4432,self,2,results/final_plans_mono/p1/n2/case_088_multicore_res.json
case_088,1,3,121225,243623,2.0097,self,3,results/final_plans_mono/p1/n3/case_088_multicore_res.json
case_088,1,4,121225,243623,2.0097,embed_from_3,3,results/final_plans_mono/p1/n4/case_088_multicore_res.json
case_088,1,5,121225,243623,2.0097,embed_from_3,3,results/final_plans_mono/p1/n5/case_088_multicore_res.json
case_088,2,1,243623,243623,1.0,self,1,results/final_plans_mono/p2/n1/case_088_multicore_res.json
case_088,2,2,130634,243623,1.8649,self,2,results/final_plans_mono/p2/n2/case_088_multicore_res.json
case_088,2,3,99762,243623,2.442,self,3,results/final_plans_mono/p2/n3/case_088_multicore_res.json
case_088,2,4,99762,243623,2.442,embed_from_3,3,results/final_plans_mono/p2/n4/case_088_multicore_res.json
case_088,2,5,99762,243623,2.442,embed_from_3,3,results/final_plans_mono/p2/n5/case_088_multicore_res.json
case_088,3,1,243623,243623,1.0,self,1,results/final_plans_mono/p3/n1/case_088_multicore_res.json
case_088,3,2,130606,243623,1.8653,self,2,results/final_plans_mono/p3/n2/case_088_multicore_res.json
case_088,3,3,98649,243623,2.4696,self,3,results/final_plans_mono/p3/n3/case_088_multicore_res.json
case_088,3,4,88285,243623,2.7595,self,4,results/final_plans_mono/p3/n4/case_088_multicore_res.json
case_088,3,5,88285,243623,2.7595,embed_from_4,4,results/final_plans_mono/p3/n5/case_088_multicore_res.json
case_089,1,1,693092,693092,1.0,self,1,results/final_plans_mono/p1/n1/case_089_multicore_res.json
case_089,1,2,346763,693092,1.9987,self,2,results/final_plans_mono/p1/n2/case_089_multicore_res.json
case_089,1,3,242914,693092,2.8532,self,3,results/final_plans_mono/p1/n3/case_089_multicore_res.json
case_089,1,4,175600,693092,3.947,self,4,results/final_plans_mono/p1/n4/case_089_multicore_res.json
case_089,1,5,144382,693092,4.8004,self,5,results/final_plans_mono/p1/n5/case_089_multicore_res.json
case_089,2,1,693092,693092,1.0,self,1,results/final_plans_mono/p2/n1/case_089_multicore_res.json
case_089,2,2,295144,693092,2.3483,self,2,results/final_plans_mono/p2/n2/case_089_multicore_res.json
case_089,2,3,206778,693092,3.3519,self,3,results/final_plans_mono/p2/n3/case_089_multicore_res.json
case_089,2,4,148144,693092,4.6785,self,4,results/final_plans_mono/p2/n4/case_089_multicore_res.json
case_089,2,5,119458,693092,5.802,self,5,results/final_plans_mono/p2/n5/case_089_multicore_res.json
case_089,3,1,693092,693092,1.0,self,1,results/final_plans_mono/p3/n1/case_089_multicore_res.json
case_089,3,2,295144,693092,2.3483,self,2,results/final_plans_mono/p3/n2/case_089_multicore_res.json
case_089,3,3,206778,693092,3.3519,self,3,results/final_plans_mono/p3/n3/case_089_multicore_res.json
case_089,3,4,148144,693092,4.6785,self,4,results/final_plans_mono/p3/n4/case_089_multicore_res.json
case_089,3,5,119458,693092,5.802,self,5,results/final_plans_mono/p3/n5/case_089_multicore_res.json
case_090,1,1,1178363,1178363,1.0,self,1,results/final_plans_mono/p1/n1/case_090_multicore_res.json
case_090,1,2,670035,1178363,1.7587,self,2,results/final_plans_mono/p1/n2/case_090_multicore_res.json
case_090,1,3,506027,1178363,2.3287,self,3,results/final_plans_mono/p1/n3/case_090_multicore_res.json
case_090,1,4,506027,1178363,2.3287,embed_from_3,3,results/final_plans_mono/p1/n4/case_090_multicore_res.json
case_090,1,5,506027,1178363,2.3287,embed_from_3,3,results/final_plans_mono/p1/n5/case_090_multicore_res.json
case_090,2,1,1178363,1178363,1.0,self,1,results/final_plans_mono/p2/n1/case_090_multicore_res.json
case_090,2,2,430745,1178363,2.7356,self,2,results/final_plans_mono/p2/n2/case_090_multicore_res.json
case_090,2,3,326383,1178363,3.6104,self,3,results/final_plans_mono/p2/n3/case_090_multicore_res.json
case_090,2,4,278236,1178363,4.2351,self,4,results/final_plans_mono/p2/n4/case_090_multicore_res.json
case_090,2,5,278236,1178363,4.2351,embed_from_4,4,results/final_plans_mono/p2/n5/case_090_multicore_res.json
case_090,3,1,1178363,1178363,1.0,self,1,results/final_plans_mono/p3/n1/case_090_multicore_res.json
case_090,3,2,430364,1178363,2.7381,self,2,results/final_plans_mono/p3/n2/case_090_multicore_res.json
case_090,3,3,324313,1178363,3.6334,self,3,results/final_plans_mono/p3/n3/case_090_multicore_res.json
case_090,3,4,259720,1178363,4.5371,self,4,results/final_plans_mono/p3/n4/case_090_multicore_res.json
